neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,distance_to_sol_km,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,host_experience_months,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,amenities_count,has_license_info,has_wifi,has_air_conditioning,has_kitchen,has_washer,has_workspace,has_parking,has_pool,has_elevator,has_balcony_or_patio,price_numeric
Embajadores,Centro,40.40837069891596,-3.710564180412677,1.1200849135226962,Private room in rental unit,Private room,1,1.0,1.0,1.0,3.0,365.0,f,3.0,t,t,55.0,2,0,2,0,18,0,1,0,1,1,1,0,0,0,0,60.86
Embajadores,Centro,40.40934,-3.69801,0.9689911343518152,Private room in rental unit,Private room,2,1.5,,1.0,1.0,1125.0,f,4.0,t,t,147.0,4,0,4,0,33,1,1,0,1,0,1,1,0,1,0,41.5
Embajadores,Centro,40.40937,-3.69827,0.9554730412459983,Private room in rental unit,Private room,1,1.0,,1.0,1.0,365.0,f,4.0,t,t,147.0,4,0,4,0,32,0,1,0,1,0,0,1,0,1,0,46.0
Embajadores,Centro,40.40649,-3.6983,1.2459235066588688,Private room in rental unit,Private room,1,1.0,,1.0,1.0,1125.0,f,4.0,t,t,147.0,4,0,4,0,28,1,1,0,1,1,1,1,0,0,1,43.0
Embajadores,Centro,40.40738,-3.69719,1.193925088080289,Private room in rental unit,Private room,2,,,1.0,1.0,1125.0,f,4.0,t,t,147.0,4,0,4,0,21,1,1,0,0,0,1,1,0,1,0,44.0
Embajadores,Centro,40.41073590457948,-3.7073517373783433,0.7591200145947429,Entire rental unit,Entire home/apt,6,2.0,2.0,4.0,2.0,365.0,t,3.0,t,t,127.0,1,1,0,0,35,1,1,1,1,1,1,1,0,0,0,296.71
Embajadores,Centro,40.40693,-3.70098,1.1351148722288475,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,1.0,1125.0,t,8.0,t,t,147.0,2,2,0,0,30,1,1,1,1,1,1,1,0,0,0,214.33
Embajadores,Centro,40.41076,-3.69967,0.7638651314096832,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,2.0,30.0,f,1.0,t,t,147.0,1,1,0,0,33,1,1,0,1,1,1,0,0,0,0,148.5
Embajadores,Centro,40.41099519012919,-3.705985834699015,0.6909575543029186,Entire loft,Entire home/apt,2,1.0,1.0,1.0,5.0,1125.0,t,6.0,t,t,98.0,6,6,0,0,40,1,1,0,1,1,0,1,0,0,0,170.0
Embajadores,Centro,40.40662,-3.70076,1.1726258620832006,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,5.0,365.0,t,6.0,t,t,98.0,6,6,0,0,26,1,1,1,0,1,0,1,0,1,0,163.0
Embajadores,Centro,40.40746,-3.69988,1.1004148540468874,Entire loft,Entire home/apt,2,1.0,2.0,3.0,2.0,1125.0,f,2.0,t,t,146.0,2,2,0,0,50,1,1,1,1,1,1,1,0,1,1,235.75
Embajadores,Centro,40.407146415811496,-3.703070414365238,1.0899546674665166,Entire rental unit,Entire home/apt,4,1.0,2.0,3.0,1.0,365.0,t,2.0,t,t,31.0,2,2,0,0,46,1,1,0,1,1,1,1,0,1,0,155.2
Embajadores,Centro,40.4090740681903,-3.7039078431392,0.8750151277368701,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,t,2.0,t,t,31.0,2,2,0,0,56,1,1,1,1,1,1,1,0,1,0,148.35
Goya,Salamanca,40.42555,-3.67015,2.9898975755331803,Entire rental unit,Entire home/apt,2,1.0,,1.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,30,1,1,0,1,1,1,0,0,1,1,327.91
Goya,Salamanca,40.42805,-3.66979,3.1180620051887855,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,34,1,1,1,1,1,1,0,0,1,1,136.59
Goya,Salamanca,40.42489,-3.67129,2.8752475301923868,Entire rental unit,Entire home/apt,4,,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,28,1,1,1,1,1,1,0,0,1,1,189.47
Goya,Salamanca,40.42573,-3.67933,2.2759215064027463,Entire rental unit,Entire home/apt,4,,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,25,1,1,1,1,1,1,0,0,0,0,151.9
Goya,Salamanca,40.425972967206455,-3.670363780351805,2.988229231140634,Entire rental unit,Entire home/apt,4,,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,30,1,1,1,1,1,1,0,0,1,1,120.15
Goya,Salamanca,40.42281,-3.6756,2.459360510011198,Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,32,1,1,1,1,1,1,0,0,1,1,132.37
Goya,Salamanca,40.4261405360553,-3.6798328510893614,2.2578624265840603,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,30,1,1,1,1,1,1,0,0,1,0,107.7
Goya,Salamanca,40.42655,-3.67502,2.645603729634558,Entire rental unit,Entire home/apt,2,,1.0,1.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,30,1,1,1,1,1,1,0,0,1,0,151.16
Embajadores,Centro,40.40966,-3.70588,0.8319996087199142,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,f,2.0,t,t,105.0,2,2,0,0,49,0,1,0,1,1,1,1,0,1,0,134.66
Embajadores,Centro,40.41185029166995,-3.7020632963894418,0.5809009086697611,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,1125.0,f,2.0,t,t,105.0,2,2,0,0,39,0,1,0,1,0,1,0,0,0,0,122.0
Embajadores,Centro,40.40940508958625,-3.7077043531381335,0.9067197081115386,Entire rental unit,Entire home/apt,4,,1.0,2.0,1.0,365.0,f,3.0,t,t,94.0,3,3,0,0,36,0,1,0,1,1,1,1,0,1,0,135.42
Embajadores,Centro,40.40917794431094,-3.7036964669823647,0.8631322575506832,Entire rental unit,Entire home/apt,6,1.0,3.0,3.0,1.0,1125.0,f,7.0,t,t,113.0,4,1,3,0,45,1,1,1,1,1,1,1,0,1,0,107.33
Embajadores,Centro,40.4096642,-3.7049962,0.8174998550852026,Private room in rental unit,Private room,3,2.0,,2.0,1.0,1125.0,f,7.0,t,t,113.0,4,1,3,0,40,1,1,0,1,1,0,0,0,0,0,55.0
Embajadores,Centro,40.4086,-3.70448,0.9302862259546241,Private room in rental unit,Private room,4,1.0,,2.0,2.0,1125.0,f,7.0,t,t,113.0,4,1,3,0,40,1,1,0,1,1,1,1,0,0,0,51.5
Embajadores,Centro,40.40999266681592,-3.705740478228664,0.7932859861475986,Private room in rental unit,Private room,2,1.0,,1.0,1.0,1125.0,f,7.0,t,t,113.0,4,1,3,0,44,1,1,0,1,1,1,1,0,0,0,52.0
Embajadores,Centro,40.41064722383187,-3.7014835093467777,0.722514026166101,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,365.0,f,1.0,t,t,28.0,1,1,0,0,28,1,1,1,1,1,1,0,0,0,0,108.5
Embajadores,Centro,40.41047,-3.7089,0.8474440142724404,Entire condo,Entire home/apt,2,,2.0,,3.0,8.0,t,1.0,t,t,146.0,1,1,0,0,30,0,1,1,1,1,0,0,0,0,0,145.0
Embajadores,Centro,40.4109127688154,-3.700130797909891,0.7320706422435008,Entire rental unit,Entire home/apt,2,,,1.0,4.0,365.0,f,1.0,t,t,33.0,1,1,0,0,25,1,1,1,1,1,1,0,0,0,0,90.5
Embajadores,Centro,40.40887,-3.70975,1.0370382832061928,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,3.0,1125.0,f,1.0,t,t,134.0,1,1,0,0,35,0,0,1,1,1,0,1,0,0,1,148.67
Embajadores,Centro,40.40666,-3.69856,1.220427767995242,Entire rental unit,Entire home/apt,3,1.0,2.0,2.0,2.0,100.0,t,1.0,t,t,108.0,1,1,0,0,32,0,1,0,1,1,1,1,0,1,1,112.5
Embajadores,Centro,40.41387,-3.70558,0.37993146218716356,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,365.0,f,1.0,t,t,134.0,1,1,0,0,28,1,1,1,1,1,0,0,0,1,1,216.7
Embajadores,Centro,40.40974,-3.69551,1.0541538400053885,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,2.0,365.0,f,1.0,t,t,145.0,1,1,0,0,17,1,1,1,1,0,0,0,0,0,0,98.5
Embajadores,Centro,40.40928,-3.69957,0.9178632462982069,Entire loft,Entire home/apt,3,1.0,1.0,2.0,1.0,1125.0,f,5.0,t,t,69.0,4,4,0,0,43,0,1,1,1,1,1,0,0,0,0,257.0
Embajadores,Centro,40.41259,-3.70135,0.5201653652131536,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,15.0,180.0,f,5.0,t,t,145.0,1,1,0,0,32,0,1,0,1,1,0,0,0,0,0,71.97
Embajadores,Centro,40.40589,-3.7019,1.2372039899662164,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,t,6.0,t,t,145.0,3,2,1,0,24,0,1,0,1,1,0,1,0,0,0,206.0
Embajadores,Centro,40.40973,-3.70754,0.8680163707343167,Private room in rental unit,Private room,1,1.0,,1.0,2.0,1125.0,t,6.0,t,t,145.0,3,2,1,0,12,1,1,1,1,1,0,0,0,0,0,63.53
Embajadores,Centro,40.40962,-3.70805,0.8965552966959548,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,2.0,365.0,f,1.0,t,t,27.0,1,1,0,0,21,1,1,0,1,1,1,1,0,1,1,140.0
Embajadores,Centro,40.40921,-3.70486,0.8660272160181343,Entire loft,Entire home/apt,2,1.0,1.0,1.0,12.0,300.0,f,1.0,t,t,123.0,1,1,0,0,35,1,1,0,1,1,1,1,0,0,0,99.09
Embajadores,Centro,40.41199,-3.70387,0.5508548535509896,Private room in rental unit,Private room,1,1.0,,1.0,3.0,70.0,f,1.0,t,t,143.0,1,0,1,0,22,0,1,0,1,1,1,1,0,1,0,114.33
Embajadores,Centro,40.41044350000001,-3.7079744,0.8113932721275421,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,30.0,365.0,t,2.0,t,t,22.0,2,2,0,0,27,1,1,1,1,1,0,0,0,1,0,70.43
Goya,Salamanca,40.42467,-3.67589,2.499049695684056,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,32,1,1,1,1,1,1,0,0,1,1,135.76
Embajadores,Centro,40.4090237,-3.699183,0.956724202946024,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,5.0,330.0,t,1.0,t,t,145.0,1,1,0,0,36,1,1,1,1,1,1,0,0,0,0,120.0
Embajadores,Centro,40.41292,-3.70499,0.46201925537486066,Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,2.0,360.0,t,3.0,t,t,111.0,3,3,0,0,23,1,1,1,1,1,0,1,0,0,0,290.5
Embajadores,Centro,40.41144,-3.70549,0.6319441387563591,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,2.0,360.0,t,3.0,t,t,111.0,3,3,0,0,25,1,1,1,1,1,0,1,0,0,0,216.5
Embajadores,Centro,40.41099,-3.69887,0.7737997927891614,Private room in home,Private room,1,1.0,,2.0,7.0,1125.0,t,3.0,t,t,144.0,3,0,3,0,39,1,1,0,1,1,1,1,0,0,1,17.36
Embajadores,Centro,40.41118,-3.70057,0.6902593808425697,Private room in home,Private room,1,1.0,,1.0,25.0,1125.0,t,3.0,t,t,144.0,3,0,3,0,39,1,1,0,1,1,1,1,0,0,1,72.32
Embajadores,Centro,40.40846,-3.69586,1.1487568225877647,Entire condo,Entire home/apt,4,1.0,1.0,2.0,3.0,730.0,t,2.0,t,t,143.0,1,1,0,0,50,1,1,0,1,1,1,0,0,0,1,152.0
Embajadores,Centro,40.406549206730354,-3.7024354591697617,1.1596749168323266,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,5.0,1125.0,t,1.0,t,t,143.0,1,1,0,0,34,1,1,1,1,1,0,0,0,1,0,114.8
Embajadores,Centro,40.41109,-3.70265,0.6555480911872934,Entire rental unit,Entire home/apt,2,,,,1.0,1125.0,f,5.0,t,t,144.0,3,3,0,0,43,1,1,0,1,0,1,1,0,0,1,104.0
Embajadores,Centro,40.40915,-3.70134,0.8872722351897703,Entire loft,Entire home/apt,4,,,,1.0,1125.0,f,5.0,t,t,144.0,3,3,0,0,44,1,1,0,1,1,1,1,0,1,0,125.0
Embajadores,Centro,40.40927,-3.70461,0.857056959442908,Entire rental unit,Entire home/apt,2,,1.0,,1.0,1125.0,f,5.0,t,t,144.0,3,3,0,0,43,1,1,0,1,0,1,1,0,0,1,110.0
Embajadores,Centro,40.41066,-3.70155,0.7197535762629437,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,4.0,365.0,t,3.0,t,t,20.0,1,1,0,0,13,1,1,1,1,1,0,0,0,1,0,277.83
Embajadores,Centro,40.40826,-3.69291,1.3237098378383219,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,1.0,1125.0,t,6.0,t,t,103.0,6,6,0,0,32,0,1,1,1,0,0,1,0,1,1,171.0
Embajadores,Centro,40.40918,-3.69324,1.2309957168905648,Entire loft,Entire home/apt,2,1.0,1.0,1.0,1.0,730.0,t,6.0,t,t,103.0,6,6,0,0,31,0,1,0,1,0,0,1,0,0,1,125.0
Embajadores,Centro,40.40915,-3.70416,0.8674591540698006,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,3.0,730.0,f,1.0,t,t,38.0,1,1,0,0,30,1,1,0,1,1,1,0,0,0,1,129.33
Embajadores,Centro,40.41168,-3.70605,0.6202929667801126,Entire loft,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,t,3.0,t,t,97.0,3,3,0,0,42,0,1,1,1,1,1,0,0,0,0,154.5
Embajadores,Centro,40.41018,-3.70438,0.7544992292196345,Entire loft,Entire home/apt,3,1.0,1.0,1.0,1.0,1125.0,t,3.0,t,t,97.0,3,3,0,0,31,1,1,1,1,1,0,1,0,0,1,177.0
Embajadores,Centro,40.41044,-3.70665,0.7672240369192904,Entire loft,Entire home/apt,2,1.0,1.0,1.0,1.0,365.0,t,3.0,t,t,97.0,3,3,0,0,45,0,1,1,1,1,1,1,0,0,0,188.29
Embajadores,Centro,40.40876,-3.70469,0.9141588081302933,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,5.0,1125.0,t,1.0,t,t,111.0,1,1,0,0,39,0,1,0,1,1,1,0,0,0,0,148.15
Embajadores,Centro,40.40863,-3.70078,0.9545877020949091,Entire rental unit,Entire home/apt,4,,2.0,2.0,3.0,30.0,f,1.0,t,t,143.0,1,1,0,0,11,0,1,1,1,0,0,0,0,0,0,580.33
Embajadores,Centro,40.407,-3.70437,1.1071489307266245,Entire rental unit,Entire home/apt,4,1.0,,2.0,1.0,365.0,f,10.0,t,t,27.0,9,9,0,0,21,1,1,1,1,1,0,0,0,0,0,87.87
Embajadores,Centro,40.4073913,-3.6975687,1.178541858979074,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,1125.0,f,2.0,t,t,114.0,2,2,0,0,30,1,1,1,1,0,0,0,0,0,0,92.0
Embajadores,Centro,40.41308951915459,-3.7015709921626265,0.46164326358598834,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,2.0,365.0,f,1.0,t,t,126.0,1,1,0,0,20,0,1,0,1,1,0,0,0,1,0,175.0
Embajadores,Centro,40.40677178548328,-3.711273372173309,1.3035864540011388,Private room in rental unit,Private room,3,1.0,,1.0,2.0,1125.0,t,1.0,t,t,113.0,1,0,1,0,43,1,1,0,1,1,1,1,0,0,0,81.5
Embajadores,Centro,40.40805,-3.69868,1.073029691984324,Private room in rental unit,Private room,1,0.5,1.0,1.0,2.0,365.0,f,3.0,t,t,88.0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,44.16
Embajadores,Centro,40.41041,-3.69745,0.8939833752609355,Entire rental unit,Entire home/apt,6,2.0,3.0,6.0,20.0,1125.0,f,2.0,t,t,80.0,1,1,0,0,56,0,1,1,1,1,1,1,0,1,1,296.15
Embajadores,Centro,40.40755,-3.7083,1.1170740542009654,Private room in rental unit,Private room,2,,,1.0,1.0,30.0,f,1.0,t,t,55.0,1,0,1,0,21,0,1,0,1,1,1,0,0,0,0,92.0
Embajadores,Centro,40.40976,-3.70471,0.8037928135117209,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1.0,365.0,f,1.0,t,t,114.0,1,1,0,0,29,1,1,0,1,1,0,1,0,0,0,204.0
Embajadores,Centro,40.4072,-3.6989,1.1541178859391397,Private room in rental unit,Private room,1,1.5,1.0,1.0,1.0,365.0,f,16.0,t,t,140.0,3,2,1,0,2,1,1,0,0,0,1,0,0,0,0,113.0
Embajadores,Centro,40.410137132774814,-3.701675183443565,0.7739769626591344,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,4.0,1125.0,f,2.0,t,t,141.0,2,2,0,0,40,0,1,0,1,1,1,1,0,0,0,113.12
Embajadores,Centro,40.41232,-3.70005,0.595605745803301,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,4.0,1125.0,f,2.0,t,t,141.0,2,2,0,0,41,0,1,1,1,1,1,1,0,0,0,117.54
Embajadores,Centro,40.410941728291135,-3.706007210635705,0.6971716242024751,Private room in rental unit,Private room,1,0.5,,1.0,1.0,10.0,f,1.0,t,t,116.0,1,0,1,0,14,0,1,1,0,0,0,0,0,0,0,98.5
Embajadores,Centro,40.40835189819336,-3.702826976776123,0.9572516418281829,Entire rental unit,Entire home/apt,3,1.0,,1.0,2.0,1125.0,t,4.0,t,t,129.0,2,2,0,0,27,1,1,0,1,1,0,1,0,1,0,112.5
Goya,Salamanca,40.42546074180882,-3.672346252585772,2.81103906120325,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,36,1,1,1,1,1,1,0,0,1,1,289.21
Embajadores,Centro,40.40826416015625,-3.7030858993530273,0.9657292905430677,Entire rental unit,Entire home/apt,3,1.0,,3.0,2.0,1125.0,t,4.0,t,t,129.0,2,2,0,0,27,1,1,0,1,1,0,1,0,1,0,117.5
Embajadores,Centro,40.40898590371623,-3.703611241139222,0.8844551590393397,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,1125.0,t,1.0,t,t,39.0,1,1,0,0,55,1,1,0,1,1,0,1,0,0,1,102.71
Embajadores,Centro,40.4115382,-3.7075416,0.6867137087908058,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,2.0,365.0,f,10.0,t,t,37.0,10,10,0,0,37,1,1,1,1,1,0,0,0,1,0,177.5
Embajadores,Centro,40.4115382,-3.7075416,0.6867137087908058,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,2.0,365.0,f,10.0,t,t,37.0,10,10,0,0,37,1,1,1,1,0,1,0,0,1,1,106.9
Embajadores,Centro,40.4115382,-3.7075416,0.6867137087908058,Entire rental unit,Entire home/apt,2,,1.0,1.0,2.0,365.0,f,10.0,t,t,37.0,10,10,0,0,34,1,1,1,1,1,0,0,0,1,1,147.5
Embajadores,Centro,40.41188012688255,-3.699829001795964,0.6473184439366204,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,14.0,1125.0,t,2.0,t,t,140.0,2,2,0,0,43,1,1,1,1,1,1,1,0,0,0,101.01
Embajadores,Centro,40.40722985512183,-3.701140278664232,1.0997791249335982,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,14.0,1125.0,t,2.0,t,t,140.0,2,2,0,0,41,1,1,1,1,1,0,1,0,0,0,101.01
Embajadores,Centro,40.40963,-3.69694,0.9897400130131779,Private room in condo,Private room,2,1.0,1.0,2.0,2.0,1125.0,t,1.0,t,t,84.0,1,0,1,0,32,1,1,1,1,1,0,0,0,0,0,282.0
Embajadores,Centro,40.40804,-3.70333,0.9899187312385638,Private room in rental unit,Private room,10,2.0,3.0,6.0,1.0,7.0,f,16.0,t,t,118.0,16,15,1,0,27,0,1,1,1,1,1,1,0,0,0,794.5
Embajadores,Centro,40.41008,-3.70528,0.7757896165021574,Entire rental unit,Entire home/apt,10,2.0,3.0,5.0,1.0,7.0,f,16.0,t,t,118.0,16,15,1,0,18,0,1,1,1,1,1,1,0,0,0,487.51
Embajadores,Centro,40.40949746311927,-3.703641121470315,0.82757653686454,Entire home,Entire home/apt,6,2.0,4.0,7.0,1.0,7.0,f,16.0,t,t,118.0,16,15,1,0,30,0,1,1,1,1,1,0,0,0,0,311.54
Embajadores,Centro,40.4086708,-3.7085492,1.0101148185426214,Entire rental unit,Entire home/apt,3,1.0,2.0,3.0,1.0,9.0,f,16.0,t,t,118.0,16,15,1,0,5,1,1,0,1,1,0,0,0,0,0,184.0
Embajadores,Centro,40.409246862475385,-3.7099312618374825,1.0090522710367675,Entire rental unit,Entire home/apt,4,,1.0,2.0,1.0,9.0,f,16.0,t,t,118.0,16,15,1,0,7,1,1,1,1,1,0,1,0,0,0,166.0
Embajadores,Centro,40.40947,-3.69733,0.9862172369393116,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,28.0,365.0,f,81.0,t,t,140.0,78,78,0,0,25,1,1,1,1,1,0,0,0,1,0,154.27
Embajadores,Centro,40.4080171296802,-3.699487562085997,1.0517756306442758,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1.0,365.0,f,81.0,t,t,140.0,78,78,0,0,22,1,1,0,1,1,0,0,0,1,0,285.29
Embajadores,Centro,40.40714041254523,-3.70757633467617,1.1402342577377997,Entire rental unit,Entire home/apt,5,2.0,3.0,3.0,3.0,365.0,f,81.0,t,t,140.0,78,78,0,0,25,1,1,0,1,1,0,0,0,1,0,202.0
Embajadores,Centro,40.40947,-3.69683,1.0096681963325582,Entire rental unit,Entire home/apt,4,2.0,2.0,3.0,1.0,365.0,f,81.0,t,t,140.0,78,78,0,0,40,1,1,1,1,1,0,1,0,1,0,248.21
Embajadores,Centro,40.40908,-3.70009,0.9234035280057655,Entire rental unit,Entire home/apt,5,1.0,4.0,4.0,3.0,1125.0,f,2.0,t,t,139.0,2,2,0,0,14,0,1,0,1,1,0,0,0,0,0,130.5
Embajadores,Centro,40.4109744943731,-3.696745976883769,0.8818796666630927,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,7.0,365.0,t,6.0,t,t,139.0,4,4,0,0,31,1,1,0,1,1,1,1,0,0,0,211.0
Embajadores,Centro,40.41271287099921,-3.7015754469744446,0.500601631351072,Entire condo,Entire home/apt,3,1.0,1.0,3.0,31.0,1125.0,t,6.0,t,t,139.0,4,4,0,0,32,1,1,0,1,1,1,1,0,1,0,79.39
Embajadores,Centro,40.41013476743807,-3.697309456765652,0.9258187556267627,Entire rental unit,Entire home/apt,4,1.5,2.0,2.0,1.0,1125.0,f,1.0,t,t,35.0,1,1,0,0,22,1,1,1,1,1,0,1,0,0,0,181.0
Embajadores,Centro,40.409103,-3.698797,0.9619979302241265,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,1.0,365.0,f,9.0,t,t,139.0,9,9,0,0,45,1,1,0,1,1,1,1,0,0,1,205.0
Embajadores,Centro,40.410254382599085,-3.702327046015825,0.7512997748268302,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1.0,1125.0,f,9.0,t,t,139.0,9,9,0,0,46,1,1,0,1,1,0,1,0,1,1,119.0
Embajadores,Centro,40.4091017,-3.6987975,0.9621109513742387,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1.0,1125.0,f,9.0,t,t,139.0,9,9,0,0,44,1,1,0,1,1,0,1,0,0,0,91.0
Embajadores,Centro,40.40910339355469,-3.699081897735596,0.9519918055121805,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,1.0,1125.0,f,9.0,t,t,139.0,9,9,0,0,45,1,1,0,1,1,0,1,0,0,0,84.45
Embajadores,Centro,40.4090576171875,-3.698386907577514,0.9817134961928693,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1.0,1125.0,f,9.0,t,t,139.0,9,9,0,0,45,1,1,0,1,1,0,1,0,0,1,90.5
Embajadores,Centro,40.40913772583008,-3.698885917663574,0.9553254131897285,Entire rental unit,Entire home/apt,5,1.0,2.0,3.0,1.0,1125.0,f,9.0,t,t,139.0,9,9,0,0,45,1,1,0,1,1,0,1,0,0,0,107.27
Embajadores,Centro,40.41294822114217,-3.7062737123278335,0.49786726909053125,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,2.0,365.0,f,2.0,t,t,25.0,2,2,0,0,29,1,1,1,1,1,0,1,0,1,1,470.5
Embajadores,Centro,40.41023,-3.69859,0.858673520199346,Entire rental unit,Entire home/apt,3,1.0,3.0,3.0,31.0,1124.0,t,6.0,t,t,130.0,4,4,0,0,41,1,1,1,1,1,1,0,0,0,0,75.89
Goya,Salamanca,40.42265,-3.67559,2.45551913034734,Entire rental unit,Entire home/apt,6,2.5,3.0,3.0,31.0,125.0,f,1042.0,t,t,73.0,449,449,0,0,32,1,1,1,1,1,1,0,0,1,1,147.15
Embajadores,Centro,40.409248,-3.709651,0.9965621458157984,Entire rental unit,Entire home/apt,6,1.0,2.0,2.0,1.0,1125.0,f,4.0,t,t,117.0,3,3,0,0,50,0,1,1,1,1,1,1,0,0,1,233.0
Embajadores,Centro,40.4082693,-3.6962211,1.1493034001065194,Entire rental unit,Entire home/apt,4,2.0,3.0,3.0,3.0,365.0,f,2.0,t,t,138.0,2,2,0,0,17,0,1,0,1,1,1,0,0,0,0,137.95
Embajadores,Centro,40.4084333,-3.6993742,1.0116008065335254,Entire rental unit,Entire home/apt,4,1.0,3.0,3.0,4.0,365.0,f,2.0,t,t,138.0,2,2,0,0,7,1,1,0,1,1,1,0,0,0,0,145.5
Embajadores,Centro,40.41364,-3.70645,0.4386980763489758,Private room in rental unit,Private room,1,2.0,,1.0,12.0,365.0,f,5.0,t,f,138.0,5,0,5,0,36,0,1,1,1,1,1,0,0,0,1,25.97
Embajadores,Centro,40.41333,-3.70605,0.45144704478155107,Private room in home,Private room,1,2.0,2.0,1.0,30.0,1125.0,f,5.0,t,f,138.0,5,0,5,0,35,0,1,1,1,1,0,0,0,0,1,30.17
Embajadores,Centro,40.40976,-3.70249,0.8039907548740952,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,29.0,90.0,f,4.0,t,t,121.0,1,1,0,0,23,1,1,0,1,1,0,1,0,0,0,45.58
Embajadores,Centro,40.41242,-3.70591,0.5390023990223362,Private room in home,Private room,2,2.0,,2.0,2.0,60.0,t,6.0,t,t,138.0,6,0,6,0,12,1,1,1,1,0,0,0,0,1,0,80.5
Embajadores,Centro,40.41368,-3.70566,0.4018999345721243,Private room in rental unit,Private room,2,3.0,,2.0,2.0,60.0,t,6.0,t,t,138.0,6,0,6,0,14,1,1,1,1,1,0,0,0,1,0,51.0
Embajadores,Centro,40.41377,-3.70598,0.4055930377000221,Private room in home,Private room,1,3.0,,1.0,2.0,90.0,t,6.0,t,t,138.0,6,0,6,0,10,1,1,1,1,0,0,0,0,0,0,48.0
Embajadores,Centro,40.4131,-3.7055,0.45598436902658995,Private room in home,Private room,2,3.0,,2.0,1.0,60.0,t,6.0,t,t,138.0,6,0,6,0,13,1,1,1,1,1,0,0,0,1,0,51.5
Embajadores,Centro,40.41015,-3.70513,0.765901869169116,Room in hostel,Hotel room,2,1.0,1.0,1.0,1.0,1125.0,f,2.0,t,t,94.0,2,0,0,0,11,0,0,1,0,0,0,0,0,1,0,100.5
